N,ID,CLASS,REGION
6361,RM-0404-200,Healthy,RM
6362,RM-0404-201,Healthy,RM
6363,RM-0404-202,Healthy,RM
6364,RM-0404-203,Healthy,RM
6365,RM-0404-204,Healthy,RM
6366,RM-0404-205,Healthy,RM
6367,RM-0404-206,Healthy,RM
6368,RM-0404-207,Healthy,RM
6369,RM-0404-208,Healthy,RM
6370,RM-0404-209,Healthy,RM
6371,RM-0404-210,Healthy,RM
6372,RM-0404-211,Healthy,RM
6373,RM-0404-212,Healthy,RM
6374,RM-0404-213,Healthy,RM
6375,RM-0404-214,Healthy,RM
6376,RM-0404-215,Healthy,RM
6377,RM-0404-216,Healthy,RM
6378,RM-0404-217,Healthy,RM
6379,RM-0404-218,Healthy,RM
6380,RM-0404-219,Healthy,RM
6381,RM-0404-220,Healthy,RM
6382,RM-0404-221,Healthy,RM
6383,RM-0404-222,Healthy,RM
6384,RM-0404-223,Healthy,RM
6385,RM-0404-224,Healthy,RM
6386,RM-0404-225,Healthy,RM
6387,RM-0404-226,Healthy,RM
6388,RM-0404-227,Healthy,RM
6389,RM-0404-228,Healthy,RM
6390,RM-0404-229,Healthy,RM
6391,RM-0404-230,Healthy,RM
6392,RM-0404-231,Healthy,RM
6393,RM-0404-232,Healthy,RM
6394,RM-0404-233,Healthy,RM
6395,RM-0404-234,Healthy,RM
6396,RM-0404-235,Healthy,RM
6397,RM-0404-236,Healthy,RM
6398,RM-0404-237,Healthy,RM
6399,RM-0404-238,Healthy,RM
6400,RM-0404-239,Healthy,RM
6401,RM-0404-240,Healthy,RM
6402,RM-0404-241,Healthy,RM
6403,RM-0404-242,Healthy,RM
6404,RM-0404-243,Healthy,RM
6405,RM-0404-244,Healthy,RM
6406,RM-0404-245,Healthy,RM
6407,RM-0404-246,Healthy,RM
6408,RM-0404-247,Healthy,RM
6409,RM-0404-248,Healthy,RM
6410,RM-0404-249,Healthy,RM
6411,RM-0404-250,Healthy,RM
6412,RM-0404-251,Healthy,RM
6413,RM-0404-252,Healthy,RM
6414,RM-0404-253,Healthy,RM
6415,RM-0404-254,Healthy,RM
6416,RM-0404-255,Healthy,RM
6417,RM-0404-256,Healthy,RM
6418,RM-0404-257,Healthy,RM
6419,RM-0404-258,Healthy,RM
6420,RM-0404-259,Healthy,RM
6421,RM-0404-260,Healthy,RM
6422,RM-0404-261,Healthy,RM
6423,RM-0404-262,Healthy,RM
6424,RM-0404-263,Healthy,RM
6425,RM-0404-264,Healthy,RM
6426,RM-0404-265,Healthy,RM
6427,RM-0404-266,Healthy,RM
6428,RM-0404-267,Healthy,RM
6429,RM-0404-268,Healthy,RM
6430,RM-0404-269,Healthy,RM
6431,RM-0404-270,Healthy,RM
6432,RM-0404-271,Healthy,RM
6433,RM-0404-272,Healthy,RM
6434,RM-0404-273,Healthy,RM
6435,RM-0404-274,Healthy,RM
6436,RM-0404-275,Healthy,RM
6437,RM-0404-276,Healthy,RM
6438,RM-0404-277,Healthy,RM
6439,RM-0404-278,Healthy,RM
6440,RM-0404-279,Healthy,RM
6441,RM-0404-280,Healthy,RM
6442,RM-0404-281,Healthy,RM
6443,RM-0404-282,Healthy,RM
6444,RM-0404-283,Healthy,RM
6445,RM-0404-284,Healthy,RM
6446,RM-0404-285,Healthy,RM
6447,RM-0404-286,Healthy,RM
6448,RM-0404-287,Healthy,RM
6449,RM-0404-288,Healthy,RM
6450,RM-0404-289,Healthy,RM
6451,RM-0404-290,Healthy,RM
6452,RM-0404-291,Healthy,RM
6453,RM-0404-292,Healthy,RM
6454,RM-0404-293,Healthy,RM
6455,RM-0404-294,Healthy,RM
6456,RM-0404-295,Healthy,RM
6457,RM-0404-296,Healthy,RM
6458,RM-0404-297,Healthy,RM
6459,RM-0404-298,Healthy,RM
6460,RM-0404-299,Healthy,RM
6461,RM-0404-300,Healthy,RM
6462,RM-0404-301,Healthy,RM
6463,RM-0404-302,Healthy,RM
6464,RM-0404-303,Healthy,RM
6465,RM-0404-304,Healthy,RM
6466,RM-0404-305,Healthy,RM
6467,RM-0404-306,Healthy,RM
6468,RM-0404-307,Healthy,RM
6469,RM-0404-308,Healthy,RM
6470,RM-0404-309,Healthy,RM
6471,RM-0404-310,Healthy,RM
6472,RM-0404-311,Healthy,RM
6473,RM-0404-312,Healthy,RM
6474,RM-0404-313,Healthy,RM
6475,RM-0404-314,Healthy,RM
6476,RM-0404-315,Healthy,RM
6477,RM-0404-316,Healthy,RM
6478,RM-0404-317,Healthy,RM
6479,RM-0404-318,Healthy,RM
6480,RM-0404-319,Healthy,RM
6481,RM-0404-320,Healthy,RM
6482,RM-0404-321,Healthy,RM
6483,RM-0404-322,Healthy,RM
6484,RM-0404-323,Healthy,RM
6485,RM-0404-324,Healthy,RM
6486,RM-0404-325,Healthy,RM
6487,RM-0404-326,Healthy,RM
6488,RM-0404-327,Healthy,RM
6489,RM-0404-328,Healthy,RM
6490,RM-0404-329,Healthy,RM
6491,RM-0404-330,Healthy,RM
6492,RM-0404-331,Healthy,RM
6493,RM-0404-332,Healthy,RM
6494,RM-0404-333,Healthy,RM
6495,RM-0404-334,Healthy,RM
6496,RM-0404-335,Healthy,RM
6497,RM-0404-336,Healthy,RM
6498,RM-0404-337,Healthy,RM
6499,RM-0404-338,Healthy,RM
6500,RM-0404-339,Healthy,RM
6501,RM-0404-340,Healthy,RM
6502,RM-0404-341,Healthy,RM
6503,RM-0404-342,Healthy,RM
6504,RM-0404-343,Healthy,RM
6505,RM-0404-344,Healthy,RM
6506,RM-0404-345,Healthy,RM
6507,RM-0404-346,Healthy,RM
6508,RM-0404-347,Healthy,RM
6509,RM-0404-348,Healthy,RM
6510,RM-0404-349,Healthy,RM
6511,RM-0404-350,Healthy,RM
6512,RM-0404-351,Healthy,RM
6513,RM-0404-352,Healthy,RM
6514,RM-0404-353,Healthy,RM
6515,RM-0404-354,Healthy,RM
6516,RM-0404-355,Healthy,RM
6517,RM-0404-356,Healthy,RM
6518,RM-0404-357,Healthy,RM
6519,RM-0404-358,Healthy,RM
6520,RM-0404-359,Healthy,RM
6521,RM-0404-360,Healthy,RM
6522,RM-0404-361,Healthy,RM
6523,RM-0404-362,Healthy,RM
6524,RM-0404-363,Healthy,RM
6525,RM-0404-364,Healthy,RM
6526,RM-0404-365,Healthy,RM
6527,RM-0404-366,Healthy,RM
6528,RM-0404-367,Healthy,RM
6529,RM-0404-368,Healthy,RM
6530,RM-0404-369,Healthy,RM
6531,VA-0105-0,Sick,VA
6532,VA-0105-1,Sick,VA
6533,VA-0105-2,Sick,VA
6534,VA-0105-3,Sick,VA
6535,VA-0105-4,Sick,VA
6536,VA-0105-5,Sick,VA
6537,VA-0105-6,Sick,VA
6538,VA-0105-7,Sick,VA
6539,VA-0105-8,Sick,VA
6540,VA-0105-9,Sick,VA
6541,VA-0105-10,Sick,VA
6542,VA-0105-11,Sick,VA
6543,VA-0105-12,Sick,VA
6544,VA-0105-13,Sick,VA
6545,VA-0105-14,Sick,VA
6546,VA-0105-15,Sick,VA
6547,VA-0105-16,Sick,VA
6548,VA-0105-17,Sick,VA
6549,VA-0105-18,Sick,VA
6550,VA-0105-19,Sick,VA
6551,VA-0105-20,Sick,VA
6552,VA-0105-21,Sick,VA
6553,VA-0105-22,Sick,VA
6554,VA-0105-23,Sick,VA
6555,VA-0105-24,Sick,VA
6556,VA-0105-25,Sick,VA
6557,VA-0105-26,Sick,VA
6558,VA-0105-27,Sick,VA
6559,VA-0105-28,Sick,VA
6560,VA-0105-29,Sick,VA
6561,VA-0105-30,Sick,VA
6562,VA-0105-31,Sick,VA
6563,VA-0105-32,Sick,VA
6564,VA-0105-33,Sick,VA
6565,VA-0105-34,Sick,VA
6566,VA-0105-35,Sick,VA
6567,VA-0105-36,Sick,VA
6568,VA-0105-37,Sick,VA
6569,VA-0105-38,Sick,VA
6570,VA-0105-39,Sick,VA
6571,VA-0105-40,Sick,VA
6572,VA-0105-41,Sick,VA
6573,VA-0105-42,Sick,VA
6574,VA-0105-43,Sick,VA
6575,VA-0105-44,Sick,VA
6576,VA-0105-45,Sick,VA
6577,VA-0105-46,Sick,VA
6578,VA-0105-47,Sick,VA
6579,VA-0105-48,Sick,VA
6580,VA-0105-49,Sick,VA
6581,VA-0105-50,Sick,VA
6582,VA-0105-51,Sick,VA
6583,VA-0105-52,Sick,VA
6584,VA-0105-53,Sick,VA
6585,VA-0105-54,Sick,VA
6586,VA-0105-55,Sick,VA
6587,VA-0105-56,Sick,VA
6588,VA-0105-57,Sick,VA
6589,VA-0105-58,Sick,VA
6590,VA-0105-59,Sick,VA
6591,VA-0105-60,Sick,VA
6592,VA-0105-61,Sick,VA
6593,VA-0105-62,Sick,VA
6594,VA-0105-63,Sick,VA
6595,VA-0105-64,Sick,VA
6596,VA-0105-65,Sick,VA
6597,VA-0105-66,Sick,VA
6598,VA-0105-67,Sick,VA
6599,VA-0105-68,Sick,VA
6600,VA-0105-69,Sick,VA
6601,VA-0105-70,Sick,VA
6602,VA-0105-71,Sick,VA
6603,VA-0105-72,Sick,VA
6604,VA-0105-73,Sick,VA
6605,VA-0105-74,Sick,VA
6606,VA-0105-75,Sick,VA
6607,VA-0105-76,Sick,VA
6608,VA-0105-77,Sick,VA
6609,VA-0105-78,Sick,VA
6610,VA-0105-79,Sick,VA
6611,VA-0105-80,Sick,VA
6612,VA-0105-81,Sick,VA
6613,VA-0105-82,Sick,VA
6614,VA-0105-83,Sick,VA
6615,VA-0105-84,Sick,VA
6616,VA-0105-85,Sick,VA
6617,VA-0105-86,Sick,VA
6618,VA-0105-87,Sick,VA
6619,VA-0105-88,Sick,VA
6620,VA-0105-89,Sick,VA
6621,VA-0105-90,Sick,VA
6622,VA-0105-91,Sick,VA
6623,VA-0105-92,Sick,VA
6624,VA-0105-93,Sick,VA
6625,VA-0105-94,Sick,VA
6626,VA-0105-95,Sick,VA
6627,VA-0105-96,Sick,VA
6628,VA-0105-97,Sick,VA
6629,VA-0105-98,Sick,VA
6630,VA-0105-99,Sick,VA
6631,VA-0105-100,Sick,VA
6632,VA-0105-101,Sick,VA
6633,VA-0105-102,Sick,VA
6634,VA-0105-103,Sick,VA
6635,VA-0105-104,Sick,VA
6636,VA-0105-105,Sick,VA
6637,VA-0105-106,Sick,VA
6638,VA-0105-107,Sick,VA
6639,VA-0105-108,Sick,VA
6640,VA-0105-109,Sick,VA
6641,VA-0105-110,Sick,VA
6642,VA-0105-111,Sick,VA
6643,VA-0105-112,Sick,VA
6644,VA-0105-113,Sick,VA
6645,VA-0105-114,Sick,VA
6646,VA-0105-115,Sick,VA
6647,VA-0105-116,Sick,VA
6648,VA-0105-117,Sick,VA
6649,VA-0105-118,Sick,VA
6650,VA-0105-119,Sick,VA
6651,VA-0105-120,Sick,VA
6652,VA-0105-121,Sick,VA
6653,VA-0105-122,Sick,VA
6654,VA-0105-123,Sick,VA
6655,VA-0105-124,Sick,VA
6656,VA-0105-125,Sick,VA
6657,VA-0105-126,Sick,VA
6658,VA-0105-127,Sick,VA
6659,VA-0105-128,Sick,VA
6660,VA-0105-129,Sick,VA
6661,VA-0105-130,Sick,VA
6662,VA-0105-131,Sick,VA
6663,VA-0105-132,Sick,VA
6664,VA-0105-133,Sick,VA
6665,VA-0105-134,Sick,VA
6666,VA-0105-135,Sick,VA
6667,VA-0105-136,Sick,VA
6668,VA-0105-137,Sick,VA
6669,VA-0105-138,Sick,VA
6670,VA-0105-139,Sick,VA
6671,VA-0105-140,Sick,VA
6672,VA-0105-141,Sick,VA
6673,VA-0105-142,Sick,VA
6674,VA-0105-143,Sick,VA
6675,VA-0105-144,Sick,VA
6676,VA-0105-145,Sick,VA
6677,VA-0105-146,Sick,VA
6678,VA-0105-147,Sick,VA
6679,VA-0105-148,Sick,VA
6680,VA-0105-149,Sick,VA
6681,VA-0105-150,Sick,VA
6682,VA-0105-151,Sick,VA
6683,VA-0105-152,Sick,VA
6684,VA-0105-153,Sick,VA
6685,VA-0105-154,Sick,VA
6686,VA-0105-155,Sick,VA
6687,VA-0105-156,Sick,VA
6688,VA-0105-157,Sick,VA
6689,VA-0105-158,Sick,VA
6690,VA-0105-159,Sick,VA
6691,VA-0105-160,Sick,VA
6692,VA-0105-161,Sick,VA
6693,VA-0105-162,Sick,VA
6694,VA-0105-163,Sick,VA
6695,VA-0105-164,Sick,VA
6696,VA-0105-165,Sick,VA
6697,VA-0105-166,Sick,VA
6698,VA-0105-167,Sick,VA
6699,VA-0105-168,Sick,VA
6700,VA-0105-169,Sick,VA
6701,VA-0105-170,Sick,VA
6702,VA-0105-171,Sick,VA
6703,VA-0105-172,Sick,VA
6704,VA-0105-173,Sick,VA
6705,VA-0105-174,Sick,VA
6706,VA-0105-175,Sick,VA
6707,VA-0105-176,Sick,VA
6708,VA-0105-177,Sick,VA
6709,VA-0105-178,Sick,VA
6710,VA-0105-179,Sick,VA
6711,VA-0105-180,Sick,VA
6712,VA-0105-181,Sick,VA
6713,VA-0105-182,Sick,VA
6714,VA-0105-183,Sick,VA
6715,VA-0105-184,Sick,VA
6716,VA-0105-185,Sick,VA
6717,VA-0105-186,Sick,VA
6718,VA-0105-187,Sick,VA
6719,VA-0105-188,Sick,VA
6720,VA-0105-189,Sick,VA
6721,VA-0105-190,Sick,VA
6722,VA-0105-191,Sick,VA
6723,VA-0105-192,Sick,VA
6724,VA-0105-193,Sick,VA
6725,VA-0105-194,Sick,VA
6726,VA-0105-195,Sick,VA
6727,VA-0105-196,Sick,VA
6728,VA-0105-197,Sick,VA
6729,VA-0105-198,Sick,VA
6730,VA-0105-199,Sick,VA
6731,VA-0105-200,Sick,VA
6732,VA-0105-201,Sick,VA
6733,VA-0105-202,Sick,VA
6734,VA-0105-203,Sick,VA
6735,VA-0105-204,Sick,VA
6736,VA-0105-205,Sick,VA
6737,VA-0105-206,Sick,VA
6738,VA-0105-207,Sick,VA
6739,VA-0105-208,Sick,VA
6740,VA-0105-209,Sick,VA
6741,VA-0105-210,Sick,VA
6742,VA-0105-211,Sick,VA
6743,VA-0105-212,Sick,VA
6744,VA-0105-213,Sick,VA
6745,VA-0105-214,Sick,VA
6746,VA-0105-215,Sick,VA
6747,VA-0105-216,Sick,VA
6748,VA-0105-217,Sick,VA
6749,VA-0105-218,Sick,VA
6750,VA-0105-219,Sick,VA
6751,VA-0105-220,Sick,VA
6752,VA-0105-221,Sick,VA
6753,VA-0105-222,Sick,VA
6754,VA-0105-223,Sick,VA
6755,VA-0105-224,Sick,VA
6756,VA-0105-225,Sick,VA
6757,VA-0105-226,Sick,VA
6758,VA-0105-227,Sick,VA
6759,VA-0105-228,Sick,VA
6760,VA-0105-229,Sick,VA
6761,VA-0105-230,Sick,VA
6762,VA-0105-231,Sick,VA
6763,VA-0105-232,Sick,VA
6764,VA-0105-233,Sick,VA
6765,VA-0105-234,Sick,VA
6766,VA-0105-235,Sick,VA
6767,VA-0105-236,Sick,VA
6768,VA-0105-237,Sick,VA
6769,VA-0105-238,Sick,VA
6770,VA-0105-239,Sick,VA
6771,VA-0105-240,Sick,VA
6772,VA-0105-241,Sick,VA
6773,VA-0105-242,Sick,VA
6774,VA-0105-243,Sick,VA
6775,VA-0105-244,Sick,VA
6776,VA-0105-245,Sick,VA
6777,VA-0105-246,Sick,VA
6778,VA-0105-247,Sick,VA
6779,VA-0105-248,Sick,VA
6780,VA-0105-249,Sick,VA
6781,VA-0105-250,Sick,VA
6782,VA-0105-251,Sick,VA
6783,VA-0105-252,Sick,VA
6784,VA-0105-253,Sick,VA
6785,VA-0105-254,Sick,VA
6786,VA-0105-255,Sick,VA
6787,VA-0105-256,Sick,VA
6788,VA-0105-257,Sick,VA
6789,VA-0105-258,Sick,VA
6790,VA-0105-259,Sick,VA
6791,VA-0105-260,Sick,VA
6792,VA-0105-261,Sick,VA
6793,VA-0105-262,Sick,VA
6794,VA-0105-263,Sick,VA
6795,VA-0105-264,Sick,VA
6796,VA-0105-265,Sick,VA
6797,VA-0105-266,Sick,VA
6798,VA-0105-267,Sick,VA
6799,VA-0105-268,Sick,VA
6800,VA-0105-269,Sick,VA
6801,VA-0105-270,Sick,VA
6802,VA-0105-271,Sick,VA
6803,VA-0105-272,Sick,VA
6804,VA-0105-273,Sick,VA
6805,VA-0105-274,Sick,VA
6806,VA-0105-275,Sick,VA
6807,VA-0105-276,Sick,VA
6808,VA-0105-277,Sick,VA
6809,VA-0105-278,Sick,VA
6810,VA-0105-279,Sick,VA
6811,VA-0105-280,Sick,VA
6812,VA-0105-281,Sick,VA
6813,VA-0105-282,Sick,VA
6814,VA-0105-283,Sick,VA
6815,VA-0105-284,Sick,VA
6816,VA-0105-285,Sick,VA
6817,VA-0105-286,Sick,VA
6818,VA-0105-287,Sick,VA
6819,VA-0105-288,Sick,VA
6820,VA-0105-289,Sick,VA
6821,VA-0105-290,Sick,VA
6822,VA-0105-291,Sick,VA
6823,VA-0105-292,Sick,VA
6824,VA-0105-293,Sick,VA
6825,VA-0105-294,Sick,VA
6826,VA-0105-295,Sick,VA
6827,VA-0105-296,Sick,VA
6828,VA-0105-297,Sick,VA
6829,VA-0105-298,Sick,VA
6830,VA-0105-299,Sick,VA
6831,VA-0105-300,Sick,VA
6832,VA-0105-301,Sick,VA
6833,VA-0105-302,Sick,VA
6834,VA-0105-303,Sick,VA
6835,VA-0105-304,Sick,VA
6836,VA-0105-305,Sick,VA
6837,VA-0105-306,Sick,VA
6838,VA-0105-307,Sick,VA
6839,VA-0105-308,Sick,VA
6840,VA-0105-309,Sick,VA
6841,VA-0105-310,Sick,VA
6842,VA-0105-311,Sick,VA
6843,VA-0105-312,Sick,VA
6844,VA-0105-313,Sick,VA
6845,VA-0105-314,Sick,VA
6846,VA-0105-315,Sick,VA
6847,VA-0105-316,Sick,VA
6848,VA-0105-317,Sick,VA
6849,VA-0105-318,Sick,VA
6850,VA-0105-319,Sick,VA
6851,VA-0105-320,Sick,VA
6852,VA-0105-321,Sick,VA
6853,VA-0105-322,Sick,VA
6854,VA-0105-323,Sick,VA
6855,VA-0105-324,Sick,VA
6856,VA-0105-325,Sick,VA
6857,VA-0105-326,Sick,VA
6858,VA-0105-327,Sick,VA
6859,VA-0105-328,Sick,VA
6860,VA-0105-329,Sick,VA
6861,VA-0105-330,Sick,VA
6862,VA-0105-331,Sick,VA
6863,VA-0105-332,Sick,VA
6864,VA-0105-333,Sick,VA
6865,VA-0105-334,Sick,VA
6866,VA-0105-335,Sick,VA
6867,VA-0105-336,Sick,VA
6868,VA-0105-337,Sick,VA
6869,VA-0105-338,Sick,VA
6870,VA-0105-339,Sick,VA
6871,VA-0301-0,Sick,VA
6872,VA-0301-1,Sick,VA
6873,VA-0301-2,Sick,VA
6874,VA-0301-3,Sick,VA
6875,VA-0301-4,Sick,VA
6876,VA-0301-5,Sick,VA
6877,VA-0301-6,Sick,VA
6878,VA-0301-7,Sick,VA
6879,VA-0301-8,Sick,VA
6880,VA-0301-9,Sick,VA
6881,VA-0301-10,Sick,VA
6882,VA-0301-11,Sick,VA
6883,VA-0301-12,Sick,VA
6884,VA-0301-13,Sick,VA
6885,VA-0301-14,Sick,VA
6886,VA-0301-15,Sick,VA
6887,VA-0301-16,Sick,VA
6888,VA-0301-17,Sick,VA
6889,VA-0301-18,Sick,VA
6890,VA-0301-19,Sick,VA
6891,VA-0301-20,Sick,VA
6892,VA-0301-21,Sick,VA
6893,VA-0301-22,Sick,VA
6894,VA-0301-23,Sick,VA
6895,VA-0301-24,Sick,VA
6896,VA-0301-25,Sick,VA
6897,VA-0301-26,Sick,VA
6898,VA-0301-27,Sick,VA
6899,VA-0301-28,Sick,VA
6900,VA-0301-29,Sick,VA
6901,VA-0301-30,Sick,VA
6902,VA-0301-31,Sick,VA
6903,VA-0301-32,Sick,VA
6904,VA-0301-33,Sick,VA
6905,VA-0301-34,Sick,VA
6906,VA-0301-35,Sick,VA
6907,VA-0301-36,Sick,VA
6908,VA-0301-37,Sick,VA
6909,VA-0301-38,Sick,VA
6910,VA-0301-39,Sick,VA
6911,VA-0301-40,Sick,VA
6912,VA-0301-41,Sick,VA
6913,VA-0301-42,Sick,VA
6914,VA-0301-43,Sick,VA
6915,VA-0301-44,Sick,VA
6916,VA-0301-45,Sick,VA
6917,VA-0301-46,Sick,VA
6918,VA-0301-47,Sick,VA
6919,VA-0301-48,Sick,VA
6920,VA-0301-49,Sick,VA
6921,VA-0301-50,Sick,VA
6922,VA-0301-51,Sick,VA
6923,VA-0301-52,Sick,VA
6924,VA-0301-53,Sick,VA
6925,VA-0301-54,Sick,VA
6926,VA-0301-55,Sick,VA
6927,VA-0301-56,Sick,VA
6928,VA-0301-57,Sick,VA
6929,VA-0301-58,Sick,VA
6930,VA-0301-59,Sick,VA
6931,VA-0301-60,Sick,VA
6932,VA-0301-61,Sick,VA
6933,VA-0301-62,Sick,VA
6934,VA-0301-63,Sick,VA
6935,VA-0301-64,Sick,VA
6936,VA-0301-65,Sick,VA
6937,VA-0301-66,Sick,VA
6938,VA-0301-67,Sick,VA
6939,VA-0301-68,Sick,VA
6940,VA-0301-69,Sick,VA
6941,VA-0301-70,Sick,VA
6942,VA-0301-71,Sick,VA
6943,VA-0301-72,Sick,VA
6944,VA-0301-73,Sick,VA
6945,VA-0301-74,Sick,VA
6946,VA-0301-75,Sick,VA
6947,VA-0301-76,Sick,VA
6948,VA-0301-77,Sick,VA
6949,VA-0301-78,Sick,VA
6950,VA-0301-79,Sick,VA
6951,VA-0301-80,Sick,VA
6952,VA-0301-81,Sick,VA
6953,VA-0301-82,Sick,VA
6954,VA-0301-83,Sick,VA
6955,VA-0301-84,Sick,VA
6956,VA-0301-85,Sick,VA
6957,VA-0301-86,Sick,VA
6958,VA-0301-87,Sick,VA
6959,VA-0301-88,Sick,VA
6960,VA-0301-89,Sick,VA
6961,VA-0301-90,Sick,VA
6962,VA-0301-91,Sick,VA
6963,VA-0301-92,Sick,VA
6964,VA-0301-93,Sick,VA
6965,VA-0301-94,Sick,VA
6966,VA-0301-95,Sick,VA
6967,VA-0301-96,Sick,VA
6968,VA-0301-97,Sick,VA
6969,VA-0301-98,Sick,VA
6970,VA-0301-99,Sick,VA
6971,VA-0301-100,Sick,VA
6972,VA-0301-101,Sick,VA
6973,VA-0301-102,Sick,VA
6974,VA-0301-103,Sick,VA
6975,VA-0301-104,Sick,VA
6976,VA-0301-105,Sick,VA
6977,VA-0301-106,Sick,VA
6978,VA-0301-107,Sick,VA
6979,VA-0301-108,Sick,VA
6980,VA-0301-109,Sick,VA
6981,VA-0301-110,Sick,VA
6982,VA-0301-111,Sick,VA
6983,VA-0301-112,Sick,VA
6984,VA-0301-113,Sick,VA
6985,VA-0301-114,Sick,VA
6986,VA-0301-115,Sick,VA
6987,VA-0301-116,Sick,VA
6988,VA-0301-117,Sick,VA
6989,VA-0301-118,Sick,VA
6990,VA-0301-119,Sick,VA
6991,VA-0301-120,Sick,VA
6992,VA-0301-121,Sick,VA
6993,VA-0301-122,Sick,VA
6994,VA-0301-123,Sick,VA
6995,VA-0301-124,Sick,VA
6996,VA-0301-125,Sick,VA
6997,VA-0301-126,Sick,VA
6998,VA-0301-127,Sick,VA
6999,VA-0301-128,Sick,VA
7000,VA-0301-129,Sick,VA
7001,VA-0301-130,Sick,VA
7002,VA-0301-131,Sick,VA
7003,VA-0301-132,Sick,VA
7004,VA-0301-133,Sick,VA
7005,VA-0301-134,Sick,VA
7006,VA-0301-135,Sick,VA
7007,VA-0301-136,Sick,VA
7008,VA-0301-137,Sick,VA
7009,VA-0301-138,Sick,VA
7010,VA-0301-139,Sick,VA
7011,VA-0301-140,Sick,VA
7012,VA-0301-141,Sick,VA
7013,VA-0301-142,Sick,VA
7014,VA-0301-143,Sick,VA
7015,VA-0301-144,Sick,VA
7016,VA-0301-145,Sick,VA
7017,VA-0301-146,Sick,VA
7018,VA-0301-147,Sick,VA
7019,VA-0301-148,Sick,VA
7020,VA-0301-149,Sick,VA
7021,VA-0301-150,Sick,VA
7022,VA-0301-151,Sick,VA
7023,VA-0301-152,Sick,VA
7024,VA-0301-153,Sick,VA
7025,VA-0301-154,Sick,VA
7026,VA-0302-0,Sick,VA
7027,VA-0302-1,Sick,VA
7028,VA-0302-2,Sick,VA
7029,VA-0302-3,Sick,VA
7030,VA-0302-4,Sick,VA
7031,VA-0302-5,Sick,VA
7032,VA-0302-6,Sick,VA
7033,VA-0302-7,Sick,VA
7034,VA-0302-8,Sick,VA
7035,VA-0302-9,Sick,VA
7036,VA-0302-10,Sick,VA
7037,VA-0302-11,Sick,VA
7038,VA-0302-12,Sick,VA
7039,VA-0302-13,Sick,VA
7040,VA-0302-14,Sick,VA
7041,VA-0302-15,Sick,VA
7042,VA-0302-16,Sick,VA
7043,VA-0302-17,Sick,VA
7044,VA-0302-18,Sick,VA
7045,VA-0302-19,Sick,VA
7046,VA-0302-20,Sick,VA
7047,VA-0302-21,Sick,VA
7048,VA-0302-22,Sick,VA
7049,VA-0302-23,Sick,VA
7050,VA-0302-24,Sick,VA
7051,VA-0302-25,Sick,VA
7052,VA-0302-26,Sick,VA
7053,VA-0302-27,Sick,VA
7054,VA-0302-28,Sick,VA
7055,VA-0302-29,Sick,VA
7056,VA-0302-30,Sick,VA
7057,VA-0302-31,Sick,VA
7058,VA-0302-32,Sick,VA
7059,VA-0302-33,Sick,VA
7060,VA-0302-34,Sick,VA
7061,VA-0302-35,Sick,VA
7062,VA-0302-36,Sick,VA
7063,VA-0302-37,Sick,VA
7064,VA-0302-38,Sick,VA
7065,VA-0302-39,Sick,VA
7066,VA-0302-40,Sick,VA
7067,VA-0302-41,Sick,VA
7068,VA-0302-42,Sick,VA
7069,VA-0302-43,Sick,VA
7070,VA-0302-44,Sick,VA
7071,VA-0302-45,Sick,VA
7072,VA-0302-46,Sick,VA
7073,VA-0302-47,Sick,VA
7074,VA-0302-48,Sick,VA
7075,VA-0302-49,Sick,VA
7076,VA-0302-50,Sick,VA
7077,VA-0302-51,Sick,VA
7078,VA-0302-52,Sick,VA
7079,VA-0302-53,Sick,VA
7080,VA-0302-54,Sick,VA
7081,VA-0302-55,Sick,VA
7082,VA-0302-56,Sick,VA
7083,VA-0302-57,Sick,VA
7084,VA-0302-58,Sick,VA
7085,VA-0302-59,Sick,VA
7086,VA-0302-60,Sick,VA
7087,VA-0302-61,Sick,VA
7088,VA-0302-62,Sick,VA
7089,VA-0302-63,Sick,VA
7090,VA-0302-64,Sick,VA
7091,VA-0302-65,Sick,VA
7092,VA-0302-66,Sick,VA
7093,VA-0302-67,Sick,VA
7094,VA-0302-68,Sick,VA
7095,VA-0302-69,Sick,VA
7096,VA-0302-70,Sick,VA
7097,VA-0302-71,Sick,VA
7098,VA-0302-72,Sick,VA
7099,VA-0302-73,Sick,VA
7100,VA-0302-74,Sick,VA
7101,VA-0302-75,Sick,VA
7102,VA-0302-76,Sick,VA
7103,VA-0302-77,Sick,VA
7104,VA-0302-78,Sick,VA
7105,VA-0302-79,Sick,VA
7106,VA-0302-80,Sick,VA
7107,VA-0302-81,Sick,VA
7108,VA-0302-82,Sick,VA
7109,VA-0302-83,Sick,VA
7110,VA-0302-84,Sick,VA
7111,VA-0302-85,Sick,VA
7112,VA-0302-86,Sick,VA
7113,VA-0302-87,Sick,VA
7114,VA-0302-88,Sick,VA
7115,VA-0302-89,Sick,VA
7116,VA-0302-90,Sick,VA
7117,VA-0302-91,Sick,VA
7118,VA-0302-92,Sick,VA
7119,VA-0302-93,Sick,VA
7120,VA-0302-94,Sick,VA
7121,VA-0302-95,Sick,VA
7122,VA-0302-96,Sick,VA
7123,VA-0302-97,Sick,VA
7124,VA-0302-98,Sick,VA
7125,VA-0302-99,Sick,VA
7126,VA-0302-100,Sick,VA
7127,VA-0302-101,Sick,VA
